"margin" "qseqid" "sseqid" "staxid" "pident" "score" "qcovs" "kingdom" "phylum" "class" "order" "family" "genus" "species" "species_score" "genus_score" "family_score" "order_score" "class_score" "phylum_score" "kingdom_score" "alternatives" "pident.max.best" "possible.misid" "ssciname" "score.id" "seqNoID"
"seq45162" "upper" "seq45162" "MZ624174" "2578501" " 99.539" "1.246645e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Conchapelopia" "Conchapelopia melanops" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Conchapelopia melanops, 99.539, Conchapelopia melanops, 99.078" " 99.539" "0" "Conchapelopia melanops" "Conchapelopia melanops" "seq45162"
"seq45177" "upper" "seq45177" "FBOST018N12" "  84318" " 97.696" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" NA NA "Podocopida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Podocopida, 97.696" " 97.696" "1" "Podocopida" NA "seq45177"
"seq45195" "upper" "seq45195" "NC_035256" "1611831" "100.000" "5.000000e+01" "100" "Metazoa" "Platyhelminthes" "Catenulida" NA "Stenostomidae" "Stenostomum" "Stenostomum sthenum" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Stenostomum sthenum, 100" "100.000" "1" "Stenostomum sthenum" "Stenostomum sthenum" "seq45195"
"seq4521" "upper" "seq4521" "MT941920" "1875130" "100.000" "2.434644e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Limnephilidae" "Anabolia" "Anabolia furcata" " 97.90860" "100.00000" "100" "100" "100" "100" "100" "Anabolia furcata, 100.000, Anabolia furcata,  99.539, Anabolia laevis,  99.539, Anabolia nervosa,  99.078, Anabolia laevis,  99.078, Anabolia laevis,  98.618" "100.000" "0" "Anabolia furcata" "Anabolia" "seq4521"
"seq45263" "upper" "seq45263" "GBMNC23332N20" "  41322" " 93.088" "1.000000e+02" "100" "Metazoa" "Gastrotricha" NA "Chaetonotida" "Chaetonotidae" "Lepidodermella" "Lepidodermella" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Lepidodermella, 93.088" " 93.088" "1" "Lepidodermella" "Lepidodermella" "seq45263"
"seq45324" "upper" "seq45324" "MZ169067" "2835219" " 99.539" "9.995375e+01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Harpacticoida" "Canthocamptidae" "Bryocamptus" "Bryocamptus minutus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Bryocamptus minutus, 99.539, Bryocamptus minutus, 98.618" " 99.539" "1" "Bryocamptus minutus" "Bryocamptus minutus" "seq45324"
"seq45356" "upper" "seq45356" "MSSCA1982N16" "  83137" " 93.088" "9.999901e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 93.088, Sarcoptiformes, 91.705" " 93.088" "1" "Sarcoptiformes" NA "seq45356"
"seq454" "upper" "seq454" "GAHAP2886N15" " 212246" " 97.696" "9.941323e-04" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diaphanus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diaphanus, 99.078, Chaetogaster diaphanus, 97.696" " 99.078" "0" "Chaetogaster diaphanus" "Chaetogaster diaphanus" "seq454"
"seq45527" "upper" "seq45527" "GBSP8936N13" " 231624" " 93.636" "7.188512e+00" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 94.091, Rotaria rotatoria, 93.636" " 94.091" "1" "Rotaria rotatoria" "Rotaria" "seq45527"
"seq45562" "upper" "seq45562" "GMACB1916N15" "  83137" " 91.244" "9.947408e-04" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 92.627, Sarcoptiformes, 91.244" " 92.627" "1" "Sarcoptiformes" NA "seq45562"
"seq4573" "upper" "seq4573" "MW732144" "  76587" "100.000" "1.803939e+00" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Limnodrilus" "Limnodrilus hoffmeisteri" " 70.98165" " 70.98165" "100" "100" "100" "100" "100" "Tubifex tubifex, 100.00, Limnodrilus hoffmeisteri, 100.00, Naididae, 100.00, Limnodrilus hoffmeisteri,  99.18, Naididae,  99.18" "100.000" "0" "Limnodrilus hoffmeisteri" "Naididae" "seq4573"
"seq4577" "upper" "seq4577" "GMGMF417N14" " 288845" " 99.539" "1.571554e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Orthocladius" "Orthocladius" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Orthocladius, 100.000, Orthocladius,  99.539, Orthocladius,  99.078, Orthocladius,  98.636, Orthocladius,  98.182, Orthocladius,  98.157" "100.000" "1" "Orthocladius" "Orthocladius" "seq4577"
"seq458" "upper" "seq458" "LR827670" " 997595" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Hydroptilidae" "Agraylea" "Agraylea multipunctata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Agraylea multipunctata, 99.078, Haplotaxida, 98.618, Rhyacodrilus coccineus, 98.618" " 99.078" "1" "Agraylea multipunctata" "Agraylea multipunctata" "seq458"
"seq45828" "upper" "seq45828" "LEFIJ3236N16" "2578501" " 99.078" "2.683953e-01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Conchapelopia" "Conchapelopia melanops" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Conchapelopia melanops, 99.539, Conchapelopia melanops, 99.078" " 99.539" "0" "Conchapelopia melanops" "Conchapelopia melanops" "seq45828"
"seq45835" "upper" "seq45835" "NEMNO145N10" " 211390" " 90.783" "1.000000e+02" "100" "Metazoa" "Nematoda" "Enoplea" "Mononchida" "Mononchidae" NA "Mononchidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Mononchidae, 90.783" " 90.783" "1" "Mononchidae" NA "seq45835"
"seq45865" "upper" "seq45865" "GMGMI1319N14" " 153373" " 99.539" "9.944782e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Cricotopus" "Cricotopus" " 99.44782" "100.00000" "100" "100" "100" "100" "100" "Cricotopus, 99.539, Cricotopus trifascia, 98.618" " 99.539" "1" "Cricotopus" "Cricotopus" "seq45865"
"seq45882" "upper" "seq45882" "ACSD130N11" "  84316" " 97.696" "3.571301e-03" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Eucyclops" "Eucyclops" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eucyclops, 99.078, Eucyclops, 97.696" " 99.078" "1" "Eucyclops" "Eucyclops" "seq45882"
"seq459" "upper" "seq459" "GBMNA12099N19" "   6088" " 98.618" "1.372698e-04" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra oligactis" " 98.19704" "100.00000" "100" "100" "100" "100" "100" "Hydra oligactis, 100.000, Hydra,  99.539, Hydra oligactis,  99.539, Hydra,  99.078, Hydra oligactis,  99.078, Hydra oligactis,  98.618" "100.000" "1" "Hydra oligactis" "Hydra" "seq459"
"seq4591" "upper" "seq4591" "GBMIN1791N12" "  74730" " 97.696" "1.064082e+00" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Nais" "Nais" " 99.95434" "100.00000" "100" "100" "100" "100" "100" "Nais, 98.157, Nais, 97.696, Nais communis, 97.235, Nais, 96.313" " 98.157" "0" "Nais" "Nais" "seq4591"
"seq460" "upper" "seq460" "CHBAL151N20" "   7149" " 98.157" "3.333333e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" NA "Chironomidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chironomidae, 98.157" " 98.157" "0" "Chironomidae" "Chironomidae" "seq460"
"seq46028" "upper" "seq46028" "GMACB1916N15" "  83137" " 93.088" "9.926191e-04" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 94.470, Sarcoptiformes, 93.088" " 94.470" "1" "Sarcoptiformes" NA "seq46028"
"seq46034" "upper" "seq46034" "MSSCA1982N16" "  83137" " 94.009" "9.789662e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 94.009, Sarcoptiformes, 93.548" " 94.009" "1" "Sarcoptiformes" NA "seq46034"
"seq46038" "upper" "seq46038" "SWINP227N16" "1381480" "100.000" "3.286284e+01" "100" "Metazoa" "Arthropoda" "Collembola" "Neelipleona" "Neelidae" "Megalothorax" "Megalothorax willemi" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Megalothorax willemi, 100.000, Megalothorax willemi,  99.539" "100.000" "0" "Megalothorax willemi" "Megalothorax willemi" "seq46038"
"seq46055" "upper" "seq46055" "MSSCA1543N16" "  66594" " 90.083" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" "Nanhermanniidae" NA "Nanhermanniidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Nanhermanniidae, 90.083" " 90.083" "1" "Nanhermanniidae" NA "seq46055"
"seq46058" "upper" "seq46058" "GBSP8501N13" " 231624" " 99.091" "1.666667e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 99.091" " 99.091" "1" "Rotaria rotatoria" "Rotaria rotatoria" "seq46058"
"seq46067" "upper" "seq46067" "GBAN8081N17" "2109251" " 99.078" "8.281261e-03" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" NA "Naididae" " 54.90406" " 54.90406" "100" "100" "100" "100" "100" "Tubifex tubifex, 100.000, Naididae, 100.000, Tubifex,  99.539, Tubifex tubifex,  99.539, Naididae,  99.539, Tubifex tubifex,  99.078, Naididae,  99.078, Tubifex tubifex,  98.618, Naididae,  98.618" "100.000" "1" "Naididae" "Naididae" "seq46067"
"seq46070" "upper" "seq46070" "AMTPD4506N16" "2721508" "100.000" "1.428571e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Syrphidae" "Eristalis" "Eristalis similis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eristalis similis, 100" "100.000" "0" "Eristalis similis" "Eristalis similis" "seq46070"
"seq462" "upper" "seq462" "GBAN8602N17" "2109251" " 98.618" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" NA "Naididae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Naididae, 98.618, Potamothrix hammoniensis, 96.774" " 98.618" "1" "Naididae" "Naididae" "seq462"
"seq4621" "upper" "seq4621" "CHRFI056N10" " 611691" " 98.157" "1.056589e-05" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Tvetenia" "Tvetenia calvescens" " 98.93764" " 98.93764" "100" "100" "100" "100" "100" "Tvetenia calvescens, 100.000, Chironomidae,  99.539, Tvetenia calvescens,  98.157" "100.000" "1" "Tvetenia calvescens" "Chironomidae" "seq4621"
"seq4624" "upper" "seq4624" "GMACB1916N15" "  83137" " 92.627" "9.920746e-04" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 94.009, Sarcoptiformes, 92.627" " 94.009" "1" "Sarcoptiformes" NA "seq4624"
"seq46262" "upper" "seq46262" "ZPII1540N11" " 362306" " 92.166" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" "Diplostraca" "Macrotrichidae" "Macrothrix" "Macrothrix" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Macrothrix, 92.166" " 92.166" "1" "Macrothrix" "Macrothrix" "seq46262"
"seq463" "upper" "seq463" "GBMND30598N21" "   6088" "100.000" "1.381430e+01" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra oligactis" " 98.19704" "100.00000" "100" "100" "100" "100" "100" "Hydra oligactis, 100.000, Hydra,  99.539, Hydra oligactis,  99.539, Hydra,  99.078, Hydra oligactis,  99.078, Hydra oligactis,  98.618" "100.000" "1" "Hydra oligactis" "Hydra" "seq463"
"seq46317" "upper" "seq46317" "LC374588" "1936243" " 93.458" "1.000000e+02" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Diplogasteridae" "Acrostichus" "Acrostichus floridensis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Acrostichus floridensis, 93.458, Acrostichus, 92.523" " 93.458" "1" "Acrostichus floridensis" "Acrostichus" "seq46317"
"seq4634" "upper" "seq4634" "MG034782" "1387109" " 99.539" "2.989465e+00" "100" "Metazoa" "Arthropoda" "Collembola" "Entomobryomorpha" "Entomobryidae" "Entomobrya" "Entomobrya nivalis" " 96.94617" "100.00000" "100" "100" "100" "100" "100" "Entomobrya, 99.539, Entomobrya nivalis, 99.539, Entomobrya, 99.078, Entomobrya nivalis, 99.078, Entomobrya nivalis, 98.618, Entomobrya nivalis, 98.182, Entomobrya nivalis, 98.157, Entomobrya nivalis, 97.696" " 99.539" "1" "Entomobrya" "Entomobrya" "seq4634"
"seq46387" "upper" "seq46387" "ACSD185N11" "1322215" " 99.539" "9.198999e+01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Harpacticoida" "Canthocamptidae" "Canthocamptus" "Canthocamptus" " 91.99001" "100.00000" "100" "100" "100" "100" "100" "Canthocamptus, 99.539, Canthocamptus staphylinus, 99.078, Canthocamptus staphylinus, 98.618, Canthocamptus staphylinus, 98.157, Canthocamptus, 97.696, Canthocamptus staphylinus, 97.696" " 99.539" "0" "Canthocamptus" "Canthocamptus" "seq46387"
"seq464" "upper" "seq464" "GBAN8602N17" "2109251" " 98.618" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" NA "Naididae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Naididae, 98.618, Potamothrix hammoniensis, 96.774" " 98.618" "1" "Naididae" "Naididae" "seq464"
"seq46407" "upper" "seq46407" "GBMNB56457N20" " 288906" " 98.157" "3.333333e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Candona, 98.157" " 98.157" "0" "Candona" "Candona" "seq46407"
"seq4642" "upper" "seq4642" "LEFIJ3328N16" "2882792" " 99.539" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Rheotanytarsus" "Rheotanytarsus muscicola" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rheotanytarsus muscicola, 99.539" " 99.539" "1" "Rheotanytarsus muscicola" "Rheotanytarsus muscicola" "seq4642"
"seq46467" "upper" "seq46467" "FJ639280" "  61662" "100.000" "3.263094e+01" "100" "Metazoa" "Annelida" "Clitellata" "Lumbriculida" "Lumbriculidae" "Lumbriculus" "Lumbriculus variegatus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Lumbriculus variegatus, 100.00, Lumbriculus variegatus,  99.18" "100.000" "1" "Lumbriculus variegatus" "Lumbriculus variegatus" "seq46467"
"seq4647" "upper" "seq4647" "KX292618" "1875130" "100.000" "2.434644e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Limnephilidae" "Anabolia" "Anabolia furcata" " 97.90860" "100.00000" "100" "100" "100" "100" "100" "Anabolia furcata, 100.000, Anabolia furcata,  99.539, Anabolia laevis,  99.539, Anabolia nervosa,  99.078, Anabolia laevis,  99.078, Anabolia laevis,  98.618" "100.000" "0" "Anabolia furcata" "Anabolia" "seq4647"
"seq465" "upper" "seq465" "GBIOC2634N21" "   6658" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 100" "100.000" "1" "Branchiopoda" "Branchiopoda" "seq465"
"seq4662" "upper" "seq4662" "LC374588" "1936243" " 94.393" "1.000000e+02" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Diplogasteridae" "Acrostichus" "Acrostichus floridensis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Acrostichus floridensis, 94.393" " 94.393" "1" "Acrostichus floridensis" "Acrostichus" "seq4662"
"seq4663" "upper" "seq4663" "TRDCE288N15" "1874294" " 99.078" "1.660718e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" "Palpomyia" "Palpomyia flavipes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Palpomyia flavipes, 99.078, Palpomyia flavipes, 98.618" " 99.078" "0" "Palpomyia flavipes" "Palpomyia flavipes" "seq4663"
"seq46676" "upper" "seq46676" "GMOYK817N15" " 322638" " 93.578" "2.460329e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Trombidiformes" "Pionidae" NA "Pionidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Pionidae, 93.578, Pionidae, 93.119" " 93.578" "0" "Pionidae" NA "seq46676"
"seq4669" "upper" "seq4669" "GBSP3967N12" " 204744" " 99.091" "4.998847e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Synchaeta, 99.091, Synchaeta, 97.727" " 99.091" "1" "Synchaeta" "Synchaeta" "seq4669"
"seq46715" "upper" "seq46715" "MPGA3451N19" "  79705" " 99.539" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Collembola" "Symphypleona" NA NA "Symphypleona" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Symphypleona, 99.539" " 99.539" "1" "Symphypleona" "Symphypleona" "seq46715"
"seq4674" "upper" "seq4674" "LEFIJ3528N16" " 879748" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Corynoneura" "Corynoneura fittkaui" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Corynoneura fittkaui, 99.078" " 99.078" "1" "Corynoneura fittkaui" "Corynoneura fittkaui" "seq4674"
"seq46750" "upper" "seq46750" "GMACB1916N15" "  83137" " 93.548" "2.103379e+00" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 94.009, Sarcoptiformes, 93.548" " 94.009" "1" "Sarcoptiformes" NA "seq46750"
"seq46775" "upper" "seq46775" "GMACB1916N15" "  83137" " 91.705" "9.926731e-04" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 93.088, Sarcoptiformes, 91.705" " 93.088" "1" "Sarcoptiformes" NA "seq46775"
"seq4684" "upper" "seq4684" "AB368527" " 483515" " 92.056" "2.098750e+00" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Aphelenchoididae" "Bursaphelenchus" "Bursaphelenchus rufipennis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Bursaphelenchus rufipennis, 92.523, Bursaphelenchus rufipennis, 92.056" " 92.523" "0" "Bursaphelenchus rufipennis" "Bursaphelenchus" "seq4684"
"seq4685" "upper" "seq4685" "GBIOA203N21" "   7524" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hemiptera" NA NA "Hemiptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hemiptera, 100" "100.000" "1" "Hemiptera" "Hemiptera" "seq4685"
"seq4690" "upper" "seq4690" "GBSP2839N10" " 350068" " 98.636" "3.572600e-03" "100" "Metazoa" "Bryozoa" "Phylactolaemata" NA "Lophopodidae" "Lophopus" "Lophopus crystallinus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Lophopus crystallinus, 100.000, Lophopus crystallinus,  98.636" "100.000" "1" "Lophopus crystallinus" "Lophopus crystallinus" "seq4690"
"seq47" "upper" "seq47" "LEFIJ3530N16" " 611448" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Corynoneura" "Corynoneura lobata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Corynoneura lobata, 100" "100.000" "1" "Corynoneura lobata" "Corynoneura lobata" "seq47"
"seq47125" "upper" "seq47125" "GMACB1916N15" "  83137" " 93.548" "2.103379e+00" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 94.009, Sarcoptiformes, 93.548" " 94.009" "1" "Sarcoptiformes" NA "seq47125"
"seq472" "upper" "seq472" "NC_035256" "1611831" " 93.548" "5.000000e+01" "100" "Metazoa" "Platyhelminthes" "Catenulida" NA "Stenostomidae" "Stenostomum" "Stenostomum sthenum" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Stenostomum sthenum, 93.548" " 93.548" "1" "Stenostomum sthenum" "Stenostomum" "seq472"
"seq47227" "upper" "seq47227" "EU499826" " 525915" " 99.545" "1.000000e+02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Flosculariaceae" "Testudinellidae" "Testudinella" "Testudinella patina" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Testudinella patina, 99.545" " 99.545" "1" "Testudinella patina" "Testudinella patina" "seq47227"
"seq473" "upper" "seq473" "GBSP9632N13" "1156569" " 98.636" "1.535678e-02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Polyarthra" "Polyarthra dolichoptera" " 99.95360" "100.00000" "100" "100" "100" "100" "100" "Polyarthra dolichoptera, 99.545, Polyarthra, 98.636, Polyarthra dolichoptera, 98.636, Polyarthra, 98.182" " 99.545" "1" "Polyarthra dolichoptera" "Polyarthra" "seq473"
"seq47361" "upper" "seq47361" "GJOA3471N21" "   6854" " 91.244" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" NA NA NA "Arachnida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Arachnida, 91.244" " 91.244" "1" "Arachnida" NA "seq47361"
"seq4745" "upper" "seq4745" "BATFP179N11" "1042866" " 99.539" "2.486616e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Rheocricotopus" "Rheocricotopus chalybeatus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rheocricotopus chalybeatus, 99.539, Rheocricotopus chalybeatus, 99.078" " 99.539" "1" "Rheocricotopus chalybeatus" "Rheocricotopus chalybeatus" "seq4745"
"seq47459" "upper" "seq47459" "EINVA373N19" " 167835" "100.000" "3.333333e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Spirosperma" "Spirosperma ferox" " 66.66667" " 66.66667" "100" "100" "100" "100" "100" "Spirosperma ferox, 100, Naididae, 100" "100.000" "0" "Naididae" "Naididae" "seq47459"
"seq47477" "upper" "seq47477" "FBOST021N12" "  84318" " 94.009" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" NA NA "Podocopida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Podocopida, 94.009" " 94.009" "1" "Podocopida" NA "seq47477"
"seq475" "upper" "seq475" "CHOSF012N11" "2881961" "100.000" "9.026573e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Eukiefferiella" "Eukiefferiella brevicalcar" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eukiefferiella brevicalcar, 100.000, Eukiefferiella brevicalcar,  99.539, Eukiefferiella brevicalcar,  99.078, Eukiefferiella brevicalcar,  98.182" "100.000" "0" "Eukiefferiella brevicalcar" "Eukiefferiella brevicalcar" "seq475"
